Artist,Album,Track,Time,day,genre
The Dopamines,Expect The Worst,Night Vision,4/7/21 20:14,Wednesday,punk
The Dopamines,Expect The Worst,Public Domain,4/7/21 20:12,Wednesday,punk
The Dopamines,Expect The Worst,You'd Make A Good Horsecop,4/7/21 20:11,Wednesday,punk
The Dopamines,Expect The Worst,It Really Couldn't Be Any Other,4/7/21 20:09,Wednesday,punk
The Dopamines,Expect The Worst,Basement,4/7/21 20:07,Wednesday,punk
The Dopamines,Expect The Worst,Thankyouverymuch,4/7/21 20:04,Wednesday,punk
The Dopamines,Expect The Worst,Glendora,4/7/21 20:03,Wednesday,punk
The Dopamines,Expect The Worst,Monroe,4/7/21 20:02,Wednesday,punk
The Dopamines,Expect The Worst,Dick Simmons,4/7/21 20:00,Wednesday,punk
The Dopamines,Expect The Worst,June 4th,4/7/21 19:58,Wednesday,punk
The Dopamines,Expect The Worst,October 24th,4/7/21 19:55,Wednesday,punk
The Dopamines,Expect The Worst,Straight Papers,4/7/21 19:54,Wednesday,punk
The Dopamines,Expect The Worst,Cincinnati Harmony,4/7/21 19:51,Wednesday,punk
The Dopamines,Expect The Worst,Night Vision,4/7/21 19:49,Wednesday,punk
The Dopamines,Expect The Worst,Public Domain,4/7/21 19:47,Wednesday,punk
The Dopamines,Expect The Worst,You'd Make A Good Horsecop,4/7/21 19:39,Wednesday,punk
The Dopamines,Expect The Worst,Thankyouverymuch,4/7/21 16:46,Wednesday,punk
The Dopamines,Expect The Worst,Glendora,4/7/21 16:45,Wednesday,punk
The Dopamines,Expect The Worst,Monroe,4/7/21 16:44,Wednesday,punk
The Dopamines,Expect The Worst,Dick Simmons,4/7/21 16:42,Wednesday,punk
The Dopamines,Expect The Worst,June 4th,4/7/21 16:39,Wednesday,punk
The Dopamines,Expect The Worst,Straight Papers,4/7/21 14:52,Wednesday,punk
The Dopamines,Expect The Worst,October 24th,4/7/21 14:30,Wednesday,punk
The Dopamines,Expect The Worst,Straight Papers,4/7/21 14:29,Wednesday,punk
The Dopamines,Expect The Worst,Cincinnati Harmony,4/7/21 14:26,Wednesday,punk
The Dopamines,Expect The Worst,Night Vision,4/7/21 14:24,Wednesday,punk
The Dopamines,Expect The Worst,Public Domain,4/7/21 14:22,Wednesday,punk
The Dopamines,Expect The Worst,You'd Make A Good Horsecop,4/7/21 14:20,Wednesday,punk
Afghan Whigs,Black Love,Honky's Ladder,4/6/21 22:00,Tuesday,rock
Reuben,Racecar Is Racecar Backwards (Tenth Anniversary Deluxe Edition),Freddy Kreuger,4/6/21 21:55,Tuesday,rock
Reuben,Racecar Is Racecar Backwards (Tenth Anniversary Deluxe Edition),Freddy Kreuger,4/6/21 21:53,Tuesday,rock
Year of the Rabbit,Year of the Rabbit,Rabbit Hole,4/6/21 21:51,Tuesday,indie
Engine Down,Engine Down,Cover,4/6/21 21:44,Tuesday,punk
My Vitriol,Finelines,Always: Your Way,4/6/21 19:14,Tuesday,rock
Engine Down,Engine Down,Cover,4/6/21 19:04,Tuesday,punk
Japandroids,Near To The Wild Heart Of Life,No Known Drink Or Drug,4/6/21 18:52,Tuesday,rock
Bloc Party,Four,Kettling,4/6/21 18:25,Tuesday,indie
...And You Will Know Us by the Trail of Dead,Worlds Apart,The Rest Will Follow,4/6/21 18:22,Tuesday,punk
Bass Drum of Death,GB City,Get Found,4/6/21 18:19,Tuesday,punk
The World Is a Beautiful Place & I Am No Longer Afraid to Die,Whenever If Ever,Heartbeat In The Brain,4/6/21 18:05,Tuesday,rock
Chavez,Ride the Fader,Unreal Is Here,4/6/21 17:56,Tuesday,rock
Weezer,Pinkerton - Deluxe Edition,Why Bother?,4/6/21 17:50,Tuesday,punk
Chavez,Ride the Fader,Unreal Is Here,4/5/21 22:05,Monday,rock
Hum,You'd Prefer an Astronaut,The Pod,4/5/21 22:00,Monday,punk
Hundred Reasons,Ideas Above Our Station,I'll Find You,4/5/21 21:57,Monday,punk
Cloud Nothings,Here and Nowhere Else,I'm Not Part Of Me,4/5/21 21:53,Monday,rock
Rozwell Kid,Too Shabby,Kangaroo Pocket,4/5/21 21:48,Monday,alternative
Superchunk,Foolish (Remastered),Driveway to Driveway,4/5/21 21:43,Monday,indie
blink-182,Dude Ranch,Dammit,4/5/21 20:16,Monday,punk
Weezer,Weezer (Green Album),Knock-Down Drag-Out,4/5/21 20:13,Monday,punk
Weezer,Pinkerton - Deluxe Edition,Why Bother?,4/5/21 20:11,Monday,punk
Weezer,Pinkerton - Deluxe Edition,Tired of Sex,4/5/21 20:08,Monday,punk
The Replacements,Pleased to Meet Me,I.O.U.,4/5/21 20:05,Monday,punk
The Lillingtons,Death by Television,Don't Trust the Humanoids,4/5/21 19:53,Monday,indie
The Falcon,Gather Up The Chaps,Hasselhoff Cheeseburger,4/5/21 19:53,Monday,punk
Dead to Me,I Wanna Die In Los Angeles,I Wanna Die In Los Angeles,4/5/21 18:44,Monday,alternative
The Dopamines,Expect The Worst,Cincinnati Harmony,4/5/21 18:41,Monday,punk
The Copyrights,Report,The New Frontier,4/5/21 18:40,Monday,punk
The Copyrights,North Sentinel Island,Hell Will Be Party Time,4/5/21 18:36,Monday,punk
The Copyrights,North Sentinel Island,Well-Fed and Warm,4/5/21 18:33,Monday,punk
The Copyrights,North Sentinel Island,Never Move Your Back Row,4/5/21 18:30,Monday,punk
The Copyrights,North Sentinel Island,The New Ground Floor,4/5/21 18:28,Monday,punk
The Copyrights,North Sentinel Island,Scars,4/5/21 18:26,Monday,punk
The Copyrights,North Sentinel Island,Sleep Better,4/5/21 18:24,Monday,punk
The Copyrights,North Sentinel Island,Restless Head,4/5/21 18:13,Monday,punk
The Copyrights,North Sentinel Island,Worn Out Passport,4/5/21 18:11,Monday,punk
The Copyrights,North Sentinel Island,Bow Down,4/5/21 18:08,Monday,punk
The Copyrights,North Sentinel Island,Expatriate Blues,4/5/21 18:06,Monday,punk
The Copyrights,North Sentinel Island,20 Feet Tall,4/5/21 18:04,Monday,punk
The Copyrights,North Sentinel Island,Hard-Wired,4/5/21 18:02,Monday,punk
The Copyrights,North Sentinel Island,Crutches,4/5/21 18:00,Monday,punk
The Copyrights,North Sentinel Island,Trustees of Modern Chemistry,4/5/21 17:57,Monday,punk
The Copyrights,North Sentinel Island,Trustees of Modern Chemistry,4/5/21 17:55,Monday,punk
Masked Intruder,Masked Intruder,Heart Shaped Guitar,4/5/21 17:52,Monday,indie
The Lillingtons,Death by Television,X-ray Specs,4/5/21 17:50,Monday,indie
Teenage Bottlerocket,Tales From Wyoming,They Call Me Steve,4/5/21 17:48,Monday,punk
The Copyrights,Report,Keep the Change,4/5/21 17:47,Monday,punk
The Ergs!,Hindsight Is 20​/​20 My Friend,Hey Jealousy,4/5/21 17:43,Monday,rock
Smoking Popes,Born to Quit,Need You Around,4/5/21 17:40,Monday,electronic
Dillinger Four,C I V I L W A R,MINIMUM WAGE IS A GATEWAY DRUG,4/5/21 17:37,Monday,rock
The Lillingtons,Death by Television,You're the Only One,4/5/21 17:35,Monday,indie
The Copyrights,Shit's Fucked,Button Smasher,4/5/21 17:33,Monday,punk
The Queers,Love Songs for the Retarded,Fuck The World,4/5/21 16:51,Monday,electronic
Pears,Human Movement,The World Is Ending (Sorta),4/5/21 16:49,Monday,electronic
Direct Hit!,Crown of Nothing,Altered States,4/5/21 16:46,Monday,punk
The Copyrights,Report,Heart of Glue,4/5/21 16:43,Monday,punk
Smoke or Fire,This Sinking Ship,The Patty Hearst Syndrome,4/5/21 16:41,Monday,electronic
The Lillingtons,Shit Out of Luck,Lillington High,4/5/21 16:38,Monday,indie
The Queers,Summer Hits No. One,Punk Rock Girls,4/5/21 16:36,Monday,electronic
Dillinger Four,Versus God,Who Didn’t Kill Bambi?,4/5/21 16:33,Monday,rock
The Copyrights,Make Sound,The Company,4/5/21 16:31,Monday,punk
The Ergs!,Hindsight Is 20​/​20 My Friend,Jazz Is Like The New Coke,4/5/21 16:28,Monday,rock
Dead to Me,I Wanna Die In Los Angeles,Comforting the Disturbed and Disturbing the Comfortable,4/5/21 16:26,Monday,alternative
The Lillingtons,Stella Sapiente,Zodiac,4/5/21 16:22,Monday,indie
The Copyrights,Report,Wishbone,4/5/21 16:19,Monday,punk
The Queers,Pleasant Screams,See You Later Fuckface,4/5/21 16:18,Monday,electronic
Smoking Popes,Destination Failure,Megan,4/5/21 16:16,Monday,electronic
Teenage Bottlerocket,Freak Out!,Done with Love,4/5/21 16:12,Monday,punk
The Copyrights,Make Sound,Planet Earth Nineteen-Ninety-Four,4/5/21 16:09,Monday,punk
The Ergs!,Jersey's Best Prancers,Kind of Like Smitten,4/5/21 16:07,Monday,rock
The Queers,Love Songs for the Retarded,Debra Jean,4/5/21 16:05,Monday,electronic
The Copyrights,Make Sound,Knee Deep,4/5/21 15:34,Monday,punk
Teenage Bottlerocket,Warning Device,In the Basement,4/5/21 15:32,Monday,punk
Smoking Popes,Destination Failure,Megan,4/5/21 15:30,Monday,electronic
Direct Hit!,More of the Same (Satanic Singles: 2010-2014),Werewolf Shame,4/5/21 15:27,Monday,punk
Direct Hit!,More of the Same (Satanic Singles: 2010-2014),Werewolf Shame,4/5/21 15:22,Monday,punk
The Queers,Love Songs for the Retarded,Ursula Finally Has Tits,4/5/21 15:18,Monday,electronic
The Copyrights,North Sentinel Island,Worn Out Passport,4/5/21 15:16,Monday,punk
The Ergs!,Hindsight Is 20​/​20 My Friend,Hey Jealousy,4/5/21 15:14,Monday,rock
The Lillingtons,Stella Sapiente,Golden Dawn / Knights Templar,4/5/21 15:11,Monday,indie
Teen Idols,Pucker Up!,20 Below,4/5/21 15:07,Monday,rock
Teenage Bottlerocket,Freak Out!,Headbanger,4/5/21 15:05,Monday,punk
The Copyrights,Make Sound,Kids of the Blackhole,4/5/21 2:12,Monday,punk
Banner Pilot,Heart Beats Pacific,Eraser,4/5/21 2:10,Monday,rock
The Queers,Love Songs for the Retarded,Fuck The World,4/5/21 2:07,Monday,electronic
Smoking Popes,Born to Quit,Need You Around,4/5/21 2:04,Monday,electronic
The Copyrights,North Sentinel Island,Trustees of Modern Chemistry,4/5/21 2:01,Monday,punk
Dillinger Four,C I V I L W A R,Contemplate this on the tree of woe.,4/5/21 1:58,Monday,rock
The Dopamines,Expect The Worst,Cincinnati Harmony,4/5/21 1:55,Monday,punk
The Copyrights,Report,Away We Go,4/5/21 1:53,Monday,punk
The Copyrights,Report,Basement,4/5/21 1:51,Monday,punk
The Copyrights,Report,Try So Hard,4/5/21 1:48,Monday,punk
The Copyrights,Report,The New Frontier,4/5/21 1:46,Monday,punk
The Copyrights,Report,Wishbone,4/5/21 1:45,Monday,punk
The Copyrights,Report,Fireworks,4/5/21 1:43,Monday,punk
The Copyrights,Report,No Knocks,4/5/21 1:41,Monday,punk
The Copyrights,Report,Keep the Change,4/5/21 1:39,Monday,punk
The Copyrights,Report,Worlds on Fire,4/5/21 1:35,Monday,punk
The Copyrights,Report,Keep the Change,4/5/21 1:34,Monday,punk
The Copyrights,Report,The World Is Such a Drag,4/5/21 1:33,Monday,punk
The Copyrights,Report,Stuck in the Fall,4/5/21 1:30,Monday,punk
The Copyrights,Report,Telescope,4/5/21 1:29,Monday,punk
The Band,The Last Waltz (Deluxe Version),Dry Your Eyes (feat. Neil Diamond) - Concert Version,4/2/21 19:25,Friday,alternative
The Band,The Last Waltz (Deluxe Version),Acadian Driftwood - Concert Version,4/2/21 19:18,Friday,alternative
The Band,The Last Waltz (Deluxe Version),Furry Sings The Blues - Concert Version,4/2/21 19:13,Friday,alternative
The Band,The Last Waltz (Deluxe Version),Shadows And Light - Concert Version,4/2/21 19:07,Friday,alternative
The Band,The Last Waltz (Deluxe Version),Coyote (feat. Joni Mitchell) - Concert Version,4/2/21 19:01,Friday,alternative
The Band,The Last Waltz (Deluxe Version),Four Strong Winds - Concert Version,4/2/21 18:57,Friday,alternative
The Band,The Last Waltz (Deluxe Version),Helpless (feat. Neil Young) - Concert Version,4/2/21 18:51,Friday,alternative
The Band,The Last Waltz (Deluxe Version),Ophelia - Concert Version,4/2/21 16:43,Friday,alternative
The Band,The Last Waltz (Deluxe Version),Further On Up The Road (feat. Eric Clapton) - Concert Version,4/2/21 16:37,Friday,alternative
The Band,The Last Waltz (Deluxe Version),All Our Past Times - Concert Version,4/2/21 16:25,Friday,alternative
The Band,The Last Waltz (Deluxe Version),Rag Mama Rag - Concert Version,4/2/21 16:21,Friday,alternative
The Band,The Last Waltz (Deluxe Version),Stagefright - Concert Version,4/2/21 16:16,Friday,alternative
The Band,The Last Waltz (Deluxe Version),Mannish Boy (feat. Muddy Waters) - Concert Version,4/2/21 16:09,Friday,alternative
The Band,The Last Waltz (Deluxe Version),Caldonia (feat. Muddy Waters) - Concert Version,4/2/21 16:03,Friday,alternative
The Band,The Last Waltz (Deluxe Version),Mystery Train (feat. Paul Butterfield) - Concert Version,4/2/21 15:58,Friday,alternative
The Band,The Last Waltz (Deluxe Version),This Wheels on Fire - Concert Version,4/2/21 15:54,Friday,alternative
The Band,The Last Waltz (Deluxe Version),Down South In New Orleans (feat. Bobby Charles) - Concert Version,4/2/21 15:09,Friday,alternative
The Band,The Last Waltz (Deluxe Version),The Weight - Concert Version,4/2/21 15:04,Friday,alternative
The Band,The Last Waltz (Deluxe Version),Such A Night (feat. Dr. John) - Concert Version,4/2/21 15:00,Friday,alternative
The Band,The Last Waltz (Deluxe Version),Life Is A Carnival - Concert Version,4/2/21 14:55,Friday,alternative
The Band,The Last Waltz (Deluxe Version),Who Do You Love (feat. Ronnie Hawkins) - Concert Version,4/2/21 14:51,Friday,alternative
The Band,The Last Waltz (Deluxe Version),It Makes No Difference - Concert Version,4/2/21 14:44,Friday,alternative
The Band,The Last Waltz (Deluxe Version),The Shape I'm In - Concert Version,4/2/21 14:39,Friday,alternative
The Band,The Last Waltz (Deluxe Version),Up On Cripple Creek - Concert Version,4/2/21 14:34,Friday,alternative
The Wrens,The Meadowlands,Hopeless,4/1/21 22:32,Thursday,punk
The Wrens,The Meadowlands,This Boy is Exhausted,4/1/21 21:58,Thursday,punk
The Wrens,The Meadowlands,She Sends Kisses,4/1/21 21:53,Thursday,punk
The Wrens,The Meadowlands,Happy,4/1/21 21:47,Thursday,punk
Alkaline Trio,Maybe I'll Catch Fire,Fuck You Aurora,4/1/21 21:39,Thursday,indie
Strung Out,Exile In Oblivion,Analog,4/1/21 21:36,Thursday,jazz
The Gaslight Anthem,The '59 Sound,Great Expectations,4/1/21 21:33,Thursday,rock
AFI,The Art of Drowning,The Days of the Phoenix,4/1/21 21:31,Thursday,punk
Bayside,Bayside,Devotion and Desire,4/1/21 21:27,Thursday,electronic
Alkaline Trio,From Here to Infirmary,Mr. Chainsaw,4/1/21 21:24,Thursday,indie
Face to Face,Face to Face (Remastered),Walk The Walk,4/1/21 21:20,Thursday,punk
Screeching Weasel,Bark Like A Dog,Cool Kids,4/1/21 21:18,Thursday,rock
The Gaslight Anthem,Handwritten,45,4/1/21 21:15,Thursday,rock
The Bouncing Souls,Hopeless Romantic,Hopeless Romantic,4/1/21 21:13,Thursday,rock
Alkaline Trio,Maybe I'll Catch Fire,Radio,4/1/21 21:08,Thursday,indie
Descendents,Milo Goes to College,I'm Not a Loser,4/1/21 21:06,Thursday,jazz
The Lawrence Arms,Skeleton Coast,Quiet Storm,4/1/21 21:04,Thursday,rock
The Bouncing Souls,How I Spent My Summer Vacation,Gone,4/1/21 20:59,Thursday,rock
The Loved Ones,Keep Your Heart,Jane,4/1/21 20:14,Thursday,punk
Alkaline Trio,From Here to Infirmary,Stupid Kid,4/1/21 20:11,Thursday,indie
Banner Pilot,Heart Beats Pacific,Alchemy,4/1/21 20:09,Thursday,rock
Jawbreaker,24 Hour Revenge Therapy (Remastered),Boxcar,4/1/21 20:07,Thursday,punk
The Bouncing Souls,How I Spent My Summer Vacation,True Believers,4/1/21 18:59,Thursday,rock
Against Me!,White Crosses,I Was A Teenage Anarchist,4/1/21 18:56,Thursday,rock
Alkaline Trio,Good Mourning,This Could Be Love,4/1/21 18:52,Thursday,indie
Descendents,Everything Sucks,I'm the One,4/1/21 18:50,Thursday,jazz
Face to Face,Don't Turn Away,Disconnected,4/1/21 18:47,Thursday,punk
Lagwagon,Blaze,E Dagger,4/1/21 18:44,Thursday,electronic
The Vandals,Hitler Bad Vandals Good,My Girlfriend's Dead,4/1/21 18:42,Thursday,rock
Jawbreaker,Dear You,Accident Prone,4/1/21 18:35,Thursday,punk
Dead to Me,I Wanna Die In Los Angeles,I Wanna Die In Los Angeles,4/1/21 18:33,Thursday,alternative
Alkaline Trio,Maybe I'll Catch Fire,Keep 'em Coming,4/1/21 18:29,Thursday,indie
Alkaline Trio,Good Mourning (Past Live),If We Never Go Inside (Live),4/1/21 17:38,Thursday,indie
Alkaline Trio,Good Mourning (Past Live),Blue In The Face (Live),4/1/21 17:38,Thursday,indie
Alkaline Trio,Good Mourning (Past Live),Donner Party (All Night) [Live],4/1/21 17:34,Thursday,indie
Alkaline Trio,Good Mourning (Past Live),Blue Carolina (Live),4/1/21 17:31,Thursday,indie
Alkaline Trio,Good Mourning (Past Live),Every Thug Needs A Lady (Live),4/1/21 17:24,Thursday,indie
Alkaline Trio,Good Mourning (Past Live),Fatally Yours (Live),4/1/21 17:21,Thursday,indie
Alkaline Trio,Good Mourning (Past Live),Emma (Live),4/1/21 17:18,Thursday,indie
Alkaline Trio,Good Mourning (Past Live),All On Black (Live),4/1/21 17:08,Thursday,indie
Alkaline Trio,Good Mourning (Past Live),Continental (Live),4/1/21 17:05,Thursday,indie
Alkaline Trio,Good Mourning (Past Live),One Hundred Stories (Live),4/1/21 17:01,Thursday,indie
Alkaline Trio,Good Mourning (Past Live),We've Had Enough (Live),4/1/21 16:58,Thursday,indie
Alkaline Trio,Good Mourning (Past Live),This Could Be Love (Live),4/1/21 16:54,Thursday,indie
Alkaline Trio,Maybe I'll Catch Fire (Past Live),Radio (live),4/1/21 16:48,Thursday,indie
Alkaline Trio,Maybe I'll Catch Fire (Past Live),5-3-10-4 (Live),4/1/21 16:44,Thursday,indie
Alkaline Trio,Maybe I'll Catch Fire (Past Live),She Took Him to the Lake (live),4/1/21 16:41,Thursday,indie
Alkaline Trio,Maybe I'll Catch Fire (Past Live),Tuck Me In (live),4/1/21 16:38,Thursday,indie
Alkaline Trio,Maybe I'll Catch Fire (Past Live),Maybe I'll Catch Fire (live),4/1/21 16:35,Thursday,indie
Alkaline Trio,Maybe I'll Catch Fire (Past Live),Sleepyhead (LIVE),4/1/21 16:31,Thursday,indie
Alkaline Trio,Maybe I'll Catch Fire (Past Live),Fuck You Aurora (live),4/1/21 16:26,Thursday,indie
Alkaline Trio,Maybe I'll Catch Fire (Past Live),You've Got So Far to Go (live),4/1/21 16:23,Thursday,indie
Alkaline Trio,Maybe I'll Catch Fire (Past Live),Madam Me (live),4/1/21 16:17,Thursday,indie
Alkaline Trio,Maybe I'll Catch Fire (Past Live),Keep 'Em Coming (Live),4/1/21 16:12,Thursday,indie
Alkaline Trio,From Here to Infirmary (Past Live),Crawl (live),4/1/21 2:05,Thursday,indie
Alkaline Trio,From Here to Infirmary (Past Live),Trucks and Trains (Live),4/1/21 2:01,Thursday,indie
Alkaline Trio,From Here to Infirmary (Past Live),Bloodied Up (live),4/1/21 1:58,Thursday,indie
Alkaline Trio,From Here to Infirmary (Past Live),I'm Dying Tomorrow (Live),4/1/21 1:55,Thursday,indie
Alkaline Trio,From Here to Infirmary (Past Live),Armageddon (live),4/1/21 1:52,Thursday,indie
Alkaline Trio,From Here to Infirmary,Armageddon,4/1/21 1:45,Thursday,indie
Alkaline Trio,From Here to Infirmary,You're Dead,4/1/21 1:42,Thursday,indie
Alkaline Trio,From Here to Infirmary,Steamer Trunk,4/1/21 1:39,Thursday,indie
Alkaline Trio,From Here to Infirmary,Another Innocent Girl,4/1/21 1:35,Thursday,indie
Alkaline Trio,From Here to Infirmary,Stupid Kid,4/1/21 1:33,Thursday,indie
Alkaline Trio,From Here to Infirmary,Take Lots With Alcohol,4/1/21 1:29,Thursday,indie
Alkaline Trio,From Here to Infirmary,Mr. Chainsaw,4/1/21 1:26,Thursday,indie
Alkaline Trio,From Here to Infirmary,Private Eye,4/1/21 1:23,Thursday,indie
Alkaline Trio,Maybe I'll Catch Fire,Radio,4/1/21 1:18,Thursday,indie
Alkaline Trio,Maybe I'll Catch Fire,5-3-10-4,4/1/21 1:15,Thursday,indie
Alkaline Trio,Maybe I'll Catch Fire,She Took Him to the Lake,4/1/21 1:12,Thursday,indie
Alkaline Trio,Maybe I'll Catch Fire,Tuck Me in,4/1/21 1:10,Thursday,indie
Alkaline Trio,Maybe I'll Catch Fire,Maybe I'll Catch Fire,4/1/21 1:07,Thursday,indie
Alkaline Trio,Maybe I'll Catch Fire,Sleepyhead,4/1/21 1:03,Thursday,indie
Alkaline Trio,Maybe I'll Catch Fire,Fuck You Aurora,4/1/21 0:54,Thursday,indie
Alkaline Trio,Maybe I'll Catch Fire,You've Got So Far to Go,4/1/21 0:51,Thursday,indie
Alkaline Trio,Maybe I'll Catch Fire,Madam Me,4/1/21 0:48,Thursday,indie
Alkaline Trio,Maybe I'll Catch Fire,Keep 'em Coming,4/1/21 0:44,Thursday,indie
Lou Reed,Lost Highway,This Magic Moment,4/1/21 0:42,Thursday,punk
Lou Reed,Take No Prisoners - Live,Leave Me Alone - Live at the Bottom Line New York NY - May 1978,4/1/21 0:35,Thursday,punk
Rolo Tomassi,Time Will Die and Love Will Bury It,Alma Mater,3/31/21 19:41,Wednesday,rock
My Chemical Romance,The Black Parade,Dead!,3/31/21 19:35,Wednesday,electronic
Lou Reed,Take No Prisoners - Live,Street Hassle - Live at the Bottom Line New York NY - May 1978,3/31/21 16:26,Wednesday,punk
Lou Reed,Take No Prisoners - Live,Coney Island Baby - Live at the Bottom Line New York NY - May 1978,3/31/21 16:17,Wednesday,punk
Lou Reed,Take No Prisoners - Live,I'm Waiting for the Man - Live at the Bottom Line New York NY - May 1978,3/31/21 16:02,Wednesday,punk
Lou Reed,Take No Prisoners - Live,Berlin - Live at the Bottom Line New York NY - May 1978,3/31/21 15:55,Wednesday,punk
Lou Reed,Take No Prisoners - Live,Pale Blue Eyes - Live at the Bottom Line New York NY - May 1978,3/31/21 15:08,Wednesday,punk
Lou Reed,Take No Prisoners - Live,Satellite of Love - Live at the Bottom Line New York NY - May 1978,3/31/21 15:01,Wednesday,punk
Lou Reed,Take No Prisoners - Live,I Wanna Be Black - Live at the Bottom Line New York NY - May 1978,3/31/21 14:49,Wednesday,punk
Lou Reed,Take No Prisoners - Live,Sweet Jane - Live at the Bottom Line New York NY - May 1978,3/31/21 14:38,Wednesday,punk
Alkaline Trio,Maybe I'll Catch Fire,Radio,3/31/21 2:42,Wednesday,indie
Alkaline Trio,Maybe I'll Catch Fire,Radio,3/31/21 2:39,Wednesday,indie
Alkaline Trio,Maybe I'll Catch Fire,5-3-10-4,3/31/21 2:36,Wednesday,indie
Alkaline Trio,Maybe I'll Catch Fire,She Took Him to the Lake,3/31/21 2:33,Wednesday,indie
Alkaline Trio,Maybe I'll Catch Fire,Tuck Me in,3/31/21 2:31,Wednesday,indie
Alkaline Trio,Maybe I'll Catch Fire,Maybe I'll Catch Fire,3/31/21 2:28,Wednesday,indie
Alkaline Trio,Maybe I'll Catch Fire,Sleepyhead,3/31/21 2:24,Wednesday,indie
Alkaline Trio,Maybe I'll Catch Fire,Fuck You Aurora,3/31/21 2:18,Wednesday,indie
Alkaline Trio,Maybe I'll Catch Fire,You've Got So Far to Go,3/31/21 2:14,Wednesday,indie
Alkaline Trio,Maybe I'll Catch Fire,Madam Me,3/31/21 2:11,Wednesday,indie
Alkaline Trio,Maybe I'll Catch Fire,Keep 'em Coming,3/31/21 2:07,Wednesday,indie
Screeching Weasel,Bark Like A Dog,Cool Kids,3/30/21 21:57,Tuesday,rock
The Copyrights,Report,Away We Go,3/30/21 21:56,Tuesday,punk
The Dopamines,Expect The Worst,Straight Papers,3/30/21 21:54,Tuesday,punk
The Loved Ones,Keep Your Heart,Sickening,3/30/21 21:50,Tuesday,punk
Jawbreaker,24 Hour Revenge Therapy (Remastered),Indictment,3/30/21 21:48,Tuesday,punk
The Copyrights,Report,Telescope,3/30/21 21:45,Tuesday,punk
The Dopamines,Expect The Worst,You'd Make A Good Horsecop,3/30/21 21:43,Tuesday,punk
The Lawrence Arms,We Are the Champions of the World: The Best Of,An Evening of Extraordinary Circumstance,3/30/21 21:40,Tuesday,rock
The Copyrights,Report,Worlds on Fire,3/30/21 21:36,Tuesday,punk
The Dopamines,Expect The Worst,Thankyouverymuch,3/30/21 21:33,Tuesday,punk
The Lawrence Arms,Apathy and Exhaustion,Your Gravest Words,3/30/21 21:29,Tuesday,rock
Jawbreaker,Dear You,Sluttering (May 4th),3/30/21 21:25,Tuesday,punk
The Dopamines,Expect The Worst,It Really Couldn't Be Any Other,3/30/21 21:23,Tuesday,punk
The Dopamines,Expect The Worst,Basement,3/30/21 21:21,Tuesday,punk
The Dopamines,Expect The Worst,Thankyouverymuch,3/30/21 21:19,Tuesday,punk
The Dopamines,Expect The Worst,Glendora,3/30/21 21:18,Tuesday,punk
The Dopamines,Expect The Worst,Monroe,3/30/21 21:17,Tuesday,punk
The Dopamines,Expect The Worst,Dick Simmons,3/30/21 21:15,Tuesday,punk
The Dopamines,Expect The Worst,June 4th,3/30/21 21:12,Tuesday,punk
The Dopamines,Expect The Worst,October 24th,3/30/21 21:10,Tuesday,punk
The Dopamines,Expect The Worst,Straight Papers,3/30/21 21:10,Tuesday,punk
The Dopamines,Expect The Worst,Cincinnati Harmony,3/30/21 21:08,Tuesday,punk
The Dopamines,Expect The Worst,Straight Papers,3/30/21 21:08,Tuesday,punk
The Dopamines,Expect The Worst,Cincinnati Harmony,3/30/21 21:05,Tuesday,punk
The Dopamines,Expect The Worst,Night Vision,3/30/21 21:05,Tuesday,punk
The Dopamines,Expect The Worst,Public Domain,3/30/21 21:03,Tuesday,punk
The Dopamines,Expect The Worst,You'd Make A Good Horsecop,3/30/21 21:01,Tuesday,punk
The Wrens,The Meadowlands,13 Months in 6 Minutes,3/30/21 20:59,Tuesday,punk
The Wrens,The Meadowlands,Everyone Choose Sides,3/30/21 20:52,Tuesday,punk
The Wrens,The Meadowlands,Per Second Second,3/30/21 20:44,Tuesday,punk
The Wrens,The Meadowlands,Ex-Girl Collection,3/30/21 20:39,Tuesday,punk
The Wrens,The Meadowlands,Boys You Won't,3/30/21 20:34,Tuesday,punk
The Wrens,The Meadowlands,Thirteen Grand,3/30/21 17:46,Tuesday,punk
The Wrens,The Meadowlands,Faster Gun,3/30/21 17:42,Tuesday,punk
The Wrens,The Meadowlands,Hopeless,3/30/21 17:37,Tuesday,punk
The Wrens,The Meadowlands,This Boy is Exhausted,3/30/21 17:33,Tuesday,punk
The Wrens,The Meadowlands,She Sends Kisses,3/30/21 17:27,Tuesday,punk
The Wrens,The Meadowlands,Happy,3/30/21 17:21,Tuesday,punk
Shellac,Terraform,Copper,3/30/21 17:19,Tuesday,punk
Enon,High Society,In This City,3/30/21 17:15,Tuesday,rock
Archers of Loaf,Icky Mettle (Deluxe Reissue),Web in Front,3/30/21 17:13,Tuesday,punk
Enon,High Society,Diamond Raft,3/30/21 17:10,Tuesday,rock
Enon,High Society,High Society,3/30/21 17:07,Tuesday,rock
Enon,High Society,Salty,3/30/21 17:05,Tuesday,rock
Enon,High Society,Carbonation,3/30/21 17:02,Tuesday,rock
Enon,High Society,Natural Disasters,3/30/21 16:59,Tuesday,rock
Enon,High Society,Pleasure And Privilege,3/30/21 16:57,Tuesday,rock
Enon,High Society,Shoulder,3/30/21 16:54,Tuesday,rock
